rollout_id,pair_id,condition,benchmark_task_id,init_state_index,period,start_index,target_index,commanded_h10_raw_mse,executed_h10_raw_mse,no_action_h10_raw_mse,persistence_h10_raw_mse
task08-init11-nominal,task08-init11,nominal,8,11,pre,23,33,0.7787485122680664,0.7787485122680664,0.8057805895805359,1.0060560703277588
task08-init11-nominal,task08-init11,nominal,8,11,pre,24,34,0.8384374380111694,0.8384374380111694,0.8373104929924011,1.0023398399353027
task08-init11-nominal,task08-init11,nominal,8,11,pre,25,35,0.8888888359069824,0.8888888359069824,0.7993265986442566,0.9610893130302429
task08-init11-nominal,task08-init11,nominal,8,11,pre,26,36,0.8429737091064453,0.8429737091064453,0.7645071744918823,0.9011024236679077
task08-init11-nominal,task08-init11,nominal,8,11,pre,27,37,0.8407138586044312,0.8407138586044312,0.7957905530929565,0.8641058802604675
task08-init11-nominal,task08-init11,nominal,8,11,pre,28,38,0.7947370409965515,0.7947370409965515,0.7834844589233398,0.7978314161300659
task08-init11-nominal,task08-init11,nominal,8,11,pre,29,39,0.7744216918945312,0.7744216918945312,0.7246677279472351,0.8384987711906433
task08-init11-nominal,task08-init11,nominal,8,11,pre,30,40,0.8289870023727417,0.8289870023727417,0.8490936160087585,0.7933496236801147
task08-init11-nominal,task08-init11,nominal,8,11,pre,31,41,0.7864259481430054,0.7864259481430054,0.8238050937652588,0.8492980003356934
task08-init11-nominal,task08-init11,nominal,8,11,pre,32,42,0.7015792727470398,0.7015792727470398,0.7239309549331665,0.7668768763542175
task08-init11-nominal,task08-init11,nominal,8,11,pre,33,43,0.6784325838088989,0.6784325838088989,0.7122063636779785,0.7919172048568726
task08-init11-nominal,task08-init11,nominal,8,11,pre,34,44,0.6965130567550659,0.6965130567550659,0.7457947134971619,0.8322347402572632
task08-init11-nominal,task08-init11,nominal,8,11,pre,35,45,0.7535356283187866,0.7535356283187866,0.8060977458953857,0.8636442422866821
task08-init11-nominal,task08-init11,nominal,8,11,pre,36,46,0.7930170893669128,0.7930170893669128,0.8423854112625122,0.9508284330368042
task08-init11-nominal,task08-init11,nominal,8,11,pre,37,47,0.7514678835868835,0.7514678835868835,0.7876008749008179,1.0793266296386719
task08-init11-nominal,task08-init11,nominal,8,11,pre,38,48,0.8291758298873901,0.8291758298873901,0.8113363981246948,1.1364734172821045
task08-init11-nominal,task08-init11,nominal,8,11,pre,39,49,0.9494600296020508,0.9494600296020508,0.9176377058029175,1.4745852947235107
task08-init11-nominal,task08-init11,nominal,8,11,post,50,60,0.8281296491622925,0.8281296491622925,0.8357853889465332,0.7090415954589844
task08-init11-nominal,task08-init11,nominal,8,11,post,51,61,0.8172091245651245,0.8172091245651245,0.8492342829704285,0.8563756942749023
task08-init11-nominal,task08-init11,nominal,8,11,post,52,62,0.8412995338439941,0.8412995338439941,0.8728988170623779,0.8587273359298706
task08-init11-nominal,task08-init11,nominal,8,11,post,53,63,0.867132306098938,0.867132306098938,0.8992184400558472,0.9663810729980469
task08-init11-nominal,task08-init11,nominal,8,11,post,54,64,0.9006930589675903,0.9006930589675903,0.9265007972717285,1.122788667678833
task08-init11-nominal,task08-init11,nominal,8,11,post,55,65,0.9619023203849792,0.9619023203849792,0.9652721285820007,1.2049152851104736
task08-init11-nominal,task08-init11,nominal,8,11,post,56,66,0.8799635767936707,0.8799635767936707,0.8963742256164551,1.1707401275634766
task08-init11-nominal,task08-init11,nominal,8,11,post,57,67,0.7346712946891785,0.7346712946891785,0.8110472559928894,1.4116084575653076
task08-init11-nominal,task08-init11,nominal,8,11,post,58,68,0.7293030023574829,0.7293030023574829,0.7550762891769409,1.4174480438232422
task08-init11-nominal,task08-init11,nominal,8,11,post,59,69,0.6448590755462646,0.6448590755462646,0.6514930725097656,1.3748831748962402
task08-init11-nominal,task08-init11,nominal,8,11,post,60,70,0.6198338270187378,0.6198338270187378,0.6265000700950623,1.2658607959747314
task08-init11-nominal,task08-init11,nominal,8,11,post,61,71,0.6475180387496948,0.6475180387496948,0.6549758315086365,1.2663962841033936
task08-init11-nominal,task08-init11,nominal,8,11,post,62,72,0.6869511604309082,0.6869511604309082,0.6473541259765625,1.3014949560165405
task08-init11-nominal,task08-init11,nominal,8,11,post,63,73,0.7188445925712585,0.7188445925712585,0.687760591506958,1.2421272993087769
task08-init11-nominal,task08-init11,nominal,8,11,post,64,74,0.6983451843261719,0.6983451843261719,0.6151604056358337,1.2318155765533447
task08-init11-nominal,task08-init11,nominal,8,11,post,65,75,0.6313359141349792,0.6313359141349792,0.594839334487915,1.028986930847168
task08-init11-nominal,task08-init11,nominal,8,11,post,66,76,0.6569151878356934,0.6569151878356934,0.6275606751441956,0.9738163948059082
task08-init11-nominal,task08-init11,nominal,8,11,post,67,77,0.615007758140564,0.615007758140564,0.5979337096214294,0.8132297396659851
task08-init11-nominal,task08-init11,nominal,8,11,post,68,78,0.6712228655815125,0.6712228655815125,0.666724443435669,0.8530804514884949
task08-init11-nominal,task08-init11,nominal,8,11,post,69,79,0.6333062052726746,0.6333062052726746,0.615493893623352,0.8430389761924744
task08-init11-nominal,task08-init11,nominal,8,11,post,70,80,0.6547253131866455,0.6547253131866455,0.6582155227661133,0.8640327453613281
