pair_id,benchmark_task_id,init_state_index,motion_attenuation_0p5_post_commanded_minus_executed,motion_attenuation_0p5_commanded_difference_in_differences,motion_attenuation_0p5_executed_difference_in_differences,motion_attenuation_0p5_candidate_per_pixel_motion,motion_attenuation_0p5_candidate_per_eef_motion,action_delay_3_post_commanded_minus_executed,action_delay_3_commanded_difference_in_differences,action_delay_3_executed_difference_in_differences,action_delay_3_candidate_per_pixel_motion,action_delay_3_candidate_per_eef_motion,primary_mean_across_interventions,both_interventions_positive
task04-init07,4,7,0.04018449783325195,-0.041795432567596436,-0.08197993040084839,0.006971516903237847,9.204463210808111,0.012212991714477539,0.01878190040588379,0.00656890869140625,0.0020071273100575786,1.592362836658588,0.026198744773864746,True
task04-init12,4,12,0.027630746364593506,-0.05843639373779297,-0.08606714010238647,0.004946597275635143,6.124252292882484,0.00717473030090332,-0.06240963935852051,-0.06958436965942383,0.001129239262808233,0.9001770602667437,0.017402738332748413,True
task07-init05,7,5,0.015505552291870117,-0.09187567234039307,-0.10738122463226318,0.005929233028841135,2.947345612287782,-0.0015764236450195312,0.00859522819519043,0.010171651840209961,-0.0003863662499614335,-0.169049396757218,0.006964564323425293,False
task07-init09,7,9,-0.0067803263664245605,-0.12286895513534546,-0.1160886287689209,-0.0017260394078672013,-1.665797385934218,-0.006182372570037842,-0.0833631157875061,-0.07718074321746826,-0.001310415454874852,-0.8822167905104049,-0.006481349468231201,False
task08-init11,8,11,0.021239757537841797,-0.070675790309906,-0.0919155478477478,0.004006029324605922,4.932132618175326,0.015973329544067383,-0.012599050998687744,-0.028572380542755127,0.00250736637346881,2.1965583875320265,0.01860654354095459,True
task08-init26,8,26,0.0367279052734375,-0.06246328353881836,-0.09919118881225586,0.007560453988457508,8.333965659941985,0.021762609481811523,0.014982163906097412,-0.006780445575714111,0.004166521360228931,2.8391353497101988,0.02924525737762451,True
