experiment,comparison,first,second,task_id,init_state_index,environment_seed,first_policy_rng_seed,second_policy_rng_seed,policy_rng_batch_size,first_success,second_success,cell,first_steps,second_steps,step_difference_second_minus_first,first_logical_vlm_forwards,second_logical_vlm_forwards,logical_vlm_forward_difference_second_minus_first,actual_vlm_forward_difference_second_minus_first,episode_wall_difference_second_minus_first
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,7,4,1004,1004,1004,1,True,True,both_success,119,119,0,12,12,0,0,-0.7360547959997348
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,7,5,1005,1005,1005,1,True,True,both_success,115,113,-2,12,12,0,0,-0.35351715900105773
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,7,6,1006,1006,1006,1,True,True,both_success,112,111,-1,12,12,0,0,0.2187535540006138
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,7,7,1007,1007,1007,1,True,True,both_success,118,116,-2,12,12,0,0,0.48940121899977385
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,7,8,1008,1008,1008,1,False,False,both_fail,280,280,0,28,28,0,0,0.7176204409997808
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,7,9,1009,1009,1009,1,True,True,both_success,120,119,-1,12,12,0,0,0.9664899800009152
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,8,0,1000,1008,1008,3,True,True,both_success,91,91,0,10,10,0,,
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,8,1,1001,1008,1008,3,True,True,both_success,97,95,-2,10,10,0,,
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,8,2,1002,1008,1008,3,False,False,both_fail,280,280,0,28,28,0,,
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,8,3,1003,1003,1003,1,True,True,both_success,97,98,1,10,10,0,0,0.6275197229997502
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,8,4,1004,1004,1004,1,False,False,both_fail,280,280,0,28,28,0,0,0.9985959979994732
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,8,5,1005,1005,1005,1,True,True,both_success,93,93,0,10,10,0,0,0.6172113720003836
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,8,6,1006,1006,1006,1,True,True,both_success,87,87,0,9,9,0,0,0.1692738299989287
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,8,7,1007,1007,1007,1,True,True,both_success,86,87,1,9,9,0,0,1.4558204040013152
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,8,8,1008,1008,1008,1,True,True,both_success,97,98,1,10,10,0,0,-0.48395593799978087
C_policy_adaptation,pretrained_vs_lora,pretrained,lora,8,9,1009,1009,1009,1,True,True,both_success,89,88,-1,9,9,0,0,-0.009705385000415845
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,4,0,1000,1004,1004,3,True,True,both_success,124,126,2,13,13,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,4,1,1001,1004,1004,3,False,False,both_fail,280,280,0,28,28,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,4,2,1002,1004,1004,3,True,True,both_success,131,131,0,14,14,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,4,3,1003,1003,1003,1,False,False,both_fail,280,280,0,28,28,0,0,3.4218600390004212
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,4,4,1004,1004,1004,1,True,True,both_success,127,128,1,13,13,0,0,4.252634804000991
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,4,5,1005,1005,1005,1,True,True,both_success,125,123,-2,13,13,0,0,1.9305939850000868
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,4,6,1006,1006,1006,1,True,True,both_success,262,247,-15,27,25,-2,-2,-0.07880699199995433
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,4,7,1007,1007,1007,1,True,True,both_success,132,130,-2,14,13,-1,-1,2.021877685000618
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,4,8,1008,1008,1008,1,False,False,both_fail,280,280,0,28,28,0,0,3.3896900290001213
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,4,9,1009,1009,1009,1,False,False,both_fail,280,280,0,28,28,0,0,0.5950476429998162
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,5,0,1000,1005,1005,3,False,False,both_fail,280,280,0,28,28,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,5,1,1001,1005,1005,3,False,False,both_fail,280,280,0,28,28,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,5,2,1002,1005,1005,3,False,False,both_fail,280,280,0,28,28,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,5,3,1003,1003,1003,1,False,False,both_fail,280,280,0,28,28,0,0,0.10708854799941037
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,5,4,1004,1004,1004,1,False,False,both_fail,280,280,0,28,28,0,0,1.867098602000624
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,5,5,1005,1005,1005,1,False,False,both_fail,280,280,0,28,28,0,0,-1.8516348120001567
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,5,6,1006,1006,1006,1,False,False,both_fail,280,280,0,28,28,0,0,-0.8890523019999819
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,5,7,1007,1007,1007,1,False,False,both_fail,280,280,0,28,28,0,0,1.895718351001051
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,5,8,1008,1008,1008,1,False,False,both_fail,280,280,0,28,28,0,0,-1.0124326049999581
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,5,9,1009,1009,1009,1,False,False,both_fail,280,280,0,28,28,0,0,0.7404416099998343
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,7,0,1000,1007,1007,3,True,True,both_success,112,114,2,12,12,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,7,1,1001,1007,1007,3,True,True,both_success,114,115,1,12,12,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,7,2,1002,1007,1007,3,False,True,second_only_success,280,126,-154,28,13,-15,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,7,3,1003,1003,1003,1,True,True,both_success,105,105,0,11,11,0,0,1.800170468000033
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,7,4,1004,1004,1004,1,True,True,both_success,120,119,-1,12,12,0,0,-2.3779442109998854
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,7,5,1005,1005,1005,1,True,True,both_success,113,113,0,12,12,0,0,-1.4464761040007943
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,7,6,1006,1006,1006,1,True,True,both_success,108,111,3,11,12,1,1,0.12874495800042496
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,7,7,1007,1007,1007,1,True,True,both_success,115,116,1,12,12,0,0,-1.285940467000728
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,7,8,1008,1008,1008,1,False,False,both_fail,280,280,0,28,28,0,0,-0.5054672530013704
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,7,9,1009,1009,1009,1,True,True,both_success,117,119,2,12,12,0,0,0.09222327300085453
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,8,0,1000,1008,1008,3,True,True,both_success,91,91,0,10,10,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,8,1,1001,1008,1008,3,True,True,both_success,97,95,-2,10,10,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,8,2,1002,1008,1008,3,False,False,both_fail,280,280,0,28,28,0,,
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,8,3,1003,1003,1003,1,True,True,both_success,95,98,3,10,10,0,0,0.07091277999916201
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,8,4,1004,1004,1004,1,False,False,both_fail,280,280,0,28,28,0,0,-0.8655126000003293
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,8,5,1005,1005,1005,1,True,True,both_success,93,93,0,10,10,0,0,-0.12121601399849169
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,8,6,1006,1006,1006,1,True,True,both_success,87,87,0,9,9,0,0,-0.3020094710018384
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,8,7,1007,1007,1007,1,True,True,both_success,87,87,0,9,9,0,0,0.003550681001797784
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,8,8,1008,1008,1008,1,True,True,both_success,101,98,-3,11,10,-1,-1,-1.1306379060006293
C_policy_adaptation,expert_only_vs_lora,expert_only,lora,8,9,1009,1009,1009,1,True,True,both_success,89,88,-1,9,9,0,0,0.4734229969999433
