pair_id,split,condition,benchmark_task_id,init_state_index,available_after_step,commanded_h10_raw_mse,commanded_minus_executed,executed_h10_raw_mse,horizon,intervention_active_at_available_step,intervention_start,no_action_h10_raw_mse,persistence_h10_raw_mse,scoring_seconds,start_index,target_index
calibration-task04-init03,calibration,nominal,4,3,38,0.8467761278152466,0.0,0.8467761278152466,10,False,,0.7947866320610046,0.9136673808097839,0.014039537998542073,29,39
calibration-task04-init03,calibration,nominal,4,3,39,0.7681135535240173,0.0,0.7681135535240173,10,False,,0.7366805076599121,0.806425929069519,0.014249691999793868,30,40
calibration-task04-init03,calibration,nominal,4,3,40,0.8262245059013367,0.0,0.8262245059013367,10,False,,0.7778164148330688,0.7154121398925781,0.013308188999872073,31,41
calibration-task04-init03,calibration,nominal,4,3,41,0.8149377703666687,0.0,0.8149377703666687,10,False,,0.7765941619873047,0.7332643866539001,0.014757516999452491,32,42
calibration-task04-init03,calibration,nominal,4,3,42,0.8064262270927429,0.0,0.8064262270927429,10,False,,0.8081833720207214,0.6820396184921265,0.015212591000818065,33,43
calibration-task04-init03,calibration,nominal,4,3,43,0.8316625356674194,0.0,0.8316625356674194,10,False,,0.864492654800415,0.7095152139663696,0.013006500001210952,34,44
calibration-task04-init03,calibration,nominal,4,3,44,0.8018835783004761,0.0,0.8018835783004761,10,False,,0.8311518430709839,0.6339501142501831,0.013322413000423694,35,45
calibration-task04-init03,calibration,nominal,4,3,45,0.7751163244247437,0.0,0.7751163244247437,10,False,,0.7991551160812378,0.5466494560241699,0.01972894800019276,36,46
calibration-task04-init03,calibration,nominal,4,3,46,0.7818411588668823,0.0,0.7818411588668823,10,False,,0.8066287040710449,0.5119826197624207,0.014481914999123546,37,47
calibration-task04-init03,calibration,nominal,4,3,47,0.8739782571792603,0.0,0.8739782571792603,10,False,,0.9150664210319519,0.5275372266769409,0.013523358000384178,38,48
calibration-task04-init03,calibration,nominal,4,3,48,0.8151242136955261,0.0,0.8151242136955261,10,False,,0.9016203880310059,0.5441646575927734,0.01410172100077034,39,49
calibration-task04-init03,calibration,nominal,4,3,49,0.7411068677902222,0.0,0.7411068677902222,10,False,,0.7986266016960144,0.4906589984893799,0.013642511999933049,40,50
calibration-task04-init03,calibration,nominal,4,3,50,0.7441515922546387,0.0,0.7441515922546387,10,False,,0.7939948439598083,0.41331931948661804,0.013171737000448047,41,51
calibration-task04-init03,calibration,nominal,4,3,51,0.689763069152832,0.0,0.689763069152832,10,False,,0.7292267084121704,0.3892870843410492,0.013355699000385357,42,52
calibration-task04-init03,calibration,nominal,4,3,52,0.695173442363739,0.0,0.695173442363739,10,False,,0.6815366148948669,0.3942362070083618,0.013292868001371971,43,53
calibration-task04-init03,calibration,nominal,4,3,53,0.6718587875366211,0.0,0.6718587875366211,10,False,,0.6318630576133728,0.3596901297569275,0.013163605000954703,44,54
calibration-task04-init03,calibration,nominal,4,3,54,0.7285143136978149,0.0,0.7285143136978149,10,False,,0.7280489802360535,0.4143335223197937,0.014615066000260413,45,55
calibration-task04-init03,calibration,nominal,4,3,55,0.6798621416091919,0.0,0.6798621416091919,10,False,,0.695244312286377,0.4181448221206665,0.013165151000066544,46,56
calibration-task04-init03,calibration,nominal,4,3,56,0.7006049156188965,0.0,0.7006049156188965,10,False,,0.7164218425750732,0.4449978768825531,0.013469392000843072,47,57
calibration-task04-init03,calibration,nominal,4,3,57,0.7564196586608887,0.0,0.7564196586608887,10,False,,0.7912667989730835,0.4902064800262451,0.013083114999972167,48,58
calibration-task04-init03,calibration,nominal,4,3,58,0.7356528043746948,0.0,0.7356528043746948,10,False,,0.7836503982543945,0.46329522132873535,0.015854579000006197,49,59
calibration-task04-init03,calibration,nominal,4,3,59,0.6494516134262085,0.0,0.6494516134262085,10,False,,0.6858479380607605,0.45489153265953064,0.0139764079995075,50,60
calibration-task04-init03,calibration,nominal,4,3,60,0.6533207297325134,0.0,0.6533207297325134,10,False,,0.6822875738143921,0.5004982352256775,0.013134871998772724,51,61
calibration-task04-init03,calibration,nominal,4,3,61,0.6082628965377808,0.0,0.6082628965377808,10,False,,0.6448265910148621,0.4472936987876892,0.013227043000370031,52,62
calibration-task04-init03,calibration,nominal,4,3,62,0.622704029083252,0.0,0.622704029083252,10,False,,0.655337929725647,0.4831697940826416,0.013378001998717082,53,63
calibration-task04-init03,calibration,nominal,4,3,63,0.6615703105926514,0.0,0.6615703105926514,10,False,,0.677562952041626,0.4464988708496094,0.013522713999918778,54,64
calibration-task04-init03,calibration,nominal,4,3,64,0.6109802722930908,0.0,0.6109802722930908,10,False,,0.6070762276649475,0.5943690538406372,0.015290778999769827,55,65
calibration-task04-init03,calibration,nominal,4,3,65,0.6578097343444824,0.0,0.6578097343444824,10,False,,0.6593936681747437,0.6961898803710938,0.01564525000139838,56,66
calibration-task04-init03,calibration,nominal,4,3,66,0.6819332838058472,0.0,0.6819332838058472,10,False,,0.6784366369247437,0.7439624667167664,0.012970190999112674,57,67
calibration-task04-init03,calibration,nominal,4,3,67,0.8561860918998718,0.0,0.8561860918998718,10,False,,0.8469656705856323,0.9336869120597839,0.015806264000275405,58,68
calibration-task04-init03,calibration,nominal,4,3,68,0.8667304515838623,0.0,0.8667304515838623,10,False,,0.8285660743713379,0.9731547236442566,0.01592979099950753,59,69
calibration-task04-init03,calibration,nominal,4,3,69,0.8589444160461426,0.0,0.8589444160461426,10,False,,0.8496572375297546,0.9242837429046631,0.013127632000760059,60,70
calibration-task04-init03,calibration,nominal,4,3,70,0.9417737722396851,0.0,0.9417737722396851,10,False,,0.9297580718994141,1.0302011966705322,0.014192946999173728,61,71
calibration-task04-init03,calibration,nominal,4,3,71,0.8914889097213745,0.0,0.8914889097213745,10,False,,0.8946157693862915,0.9443766474723816,0.01854558099876158,62,72
calibration-task04-init03,calibration,nominal,4,3,72,0.8327789306640625,0.0,0.8327789306640625,10,False,,0.8373314738273621,0.9201464653015137,0.015324093001254369,63,73
calibration-task04-init03,calibration,nominal,4,3,73,0.8250231742858887,0.0,0.8250231742858887,10,False,,0.826673686504364,0.799031674861908,0.013678991999768186,64,74
calibration-task04-init03,calibration,nominal,4,3,74,0.806026816368103,0.0,0.806026816368103,10,False,,0.7999388575553894,0.6407515406608582,0.013738608999119606,65,75
calibration-task04-init03,calibration,nominal,4,3,75,0.7812091708183289,0.0,0.7812091708183289,10,False,,0.7533254623413086,0.4639066457748413,0.014237321998734842,66,76
calibration-task04-init03,calibration,nominal,4,3,76,0.8367851972579956,0.0,0.8367851972579956,10,False,,0.8192338943481445,0.6020506620407104,0.014345612000397523,67,77
calibration-task04-init03,calibration,nominal,4,3,77,0.9829918742179871,0.0,0.9829918742179871,10,False,,1.0081524848937988,0.7752894163131714,0.015069615999891539,68,78
calibration-task04-init03,calibration,nominal,4,3,78,0.9229315519332886,0.0,0.9229315519332886,10,False,,0.9416672587394714,0.8071743845939636,0.018139847999918857,69,79
calibration-task04-init03,calibration,nominal,4,3,79,0.9833910465240479,0.0,0.9833910465240479,10,False,,1.0431511402130127,0.8573552966117859,0.01766075500017905,70,80
calibration-task04-init03,calibration,nominal,4,3,80,1.035866141319275,0.0,1.035866141319275,10,False,,1.1400761604309082,0.9074389338493347,0.017807656999139,71,81
calibration-task04-init03,calibration,nominal,4,3,81,0.9450246691703796,0.0,0.9450246691703796,10,False,,1.0412993431091309,0.9662958979606628,0.016130605999933323,72,82
calibration-task04-init03,calibration,nominal,4,3,82,0.9535953998565674,0.0,0.9535953998565674,10,False,,1.0452802181243896,1.0324811935424805,0.01513997899928654,73,83
calibration-task04-init03,calibration,nominal,4,3,83,0.9125083684921265,0.0,0.9125083684921265,10,False,,0.9648779630661011,0.8219536542892456,0.017665974999545142,74,84
calibration-task04-init03,calibration,nominal,4,3,84,0.861548900604248,0.0,0.861548900604248,10,False,,0.923975944519043,0.7222862243652344,0.015459534999536118,75,85
calibration-task04-init03,calibration,nominal,4,3,85,0.9127299785614014,0.0,0.9127299785614014,10,False,,0.9561042785644531,0.702802300453186,0.013231791999714915,76,86
calibration-task04-init03,calibration,nominal,4,3,86,0.774591326713562,0.0,0.774591326713562,10,False,,0.8128329515457153,0.5366169810295105,0.013485944000422023,77,87
calibration-task04-init03,calibration,nominal,4,3,87,0.7027665972709656,0.0,0.7027665972709656,10,False,,0.7380675077438354,0.4508907198905945,0.013806576000206405,78,88
calibration-task04-init03,calibration,nominal,4,3,88,0.6348721385002136,0.0,0.6348721385002136,10,False,,0.6789120435714722,0.37844976782798767,0.013456743999995524,79,89
calibration-task04-init03,calibration,nominal,4,3,89,0.6881296038627625,0.0,0.6881296038627625,10,False,,0.6949493288993835,0.49124154448509216,0.013325215000804747,80,90
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,9,0.5736910700798035,0.0,0.5736910700798035,10,False,50,0.5569175481796265,0.5691460967063904,0.01425366799958283,0,10
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,10,0.5756955146789551,0.0,0.5756955146789551,10,False,50,0.5986374616622925,0.5706316828727722,0.014873885000270093,1,11
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,11,0.6076233386993408,0.0,0.6076233386993408,10,False,50,0.6129211187362671,0.6812223196029663,0.014099252999585588,2,12
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,12,0.6378273963928223,0.0,0.6378273963928223,10,False,50,0.6555477380752563,0.7413319945335388,0.014683202000014717,3,13
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,13,0.7404417991638184,0.0,0.7404417991638184,10,False,50,0.8156337141990662,0.9731923937797546,0.01554526700056158,4,14
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,14,0.6867626905441284,0.0,0.6867626905441284,10,False,50,0.7861983180046082,1.0276663303375244,0.013762709000729956,5,15
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,15,0.68803870677948,0.0,0.68803870677948,10,False,50,0.8617894053459167,1.20014226436615,0.014551491000020178,6,16
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,16,0.7999310493469238,0.0,0.7999310493469238,10,False,50,0.8502151370048523,1.3037760257720947,0.015159522999965702,7,17
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,17,0.8018142580986023,0.0,0.8018142580986023,10,False,50,0.8663153648376465,1.3994420766830444,0.022203855000043404,8,18
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,18,0.7800869345664978,0.0,0.7800869345664978,10,False,50,0.78477942943573,1.2910737991333008,0.014225102999262162,9,19
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,19,0.6441888213157654,0.0,0.6441888213157654,10,False,50,0.6585915088653564,1.2416051626205444,0.013946868999482831,10,20
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,20,0.7466367483139038,0.0,0.7466367483139038,10,False,50,0.7295855283737183,1.202606201171875,0.015720909001174732,11,21
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,21,0.6460618376731873,0.0,0.6460618376731873,10,False,50,0.6396018266677856,1.1058319807052612,0.015730357001302764,12,22
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,22,0.7663511037826538,0.0,0.7663511037826538,10,False,50,0.7524322271347046,1.0773236751556396,0.014085982000324293,13,23
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,23,0.7881336212158203,0.0,0.7881336212158203,10,False,50,0.7885259389877319,1.108957290649414,0.014650564000476152,14,24
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,24,0.8141984343528748,0.0,0.8141984343528748,10,False,50,0.8168133497238159,1.146100401878357,0.014067854999666451,15,25
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,25,0.7581238746643066,0.0,0.7581238746643066,10,False,50,0.7429603338241577,1.0495691299438477,0.013704851999136736,16,26
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,26,0.7266871333122253,0.0,0.7266871333122253,10,False,50,0.7419840097427368,1.1243035793304443,0.014857968999422155,17,27
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,27,0.7261499166488647,0.0,0.7261499166488647,10,False,50,0.7704367637634277,1.1723073720932007,0.01443319700047141,18,28
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,28,0.7618019580841064,0.0,0.7618019580841064,10,False,50,0.8479213714599609,1.216289758682251,0.01617031100067834,19,29
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,29,0.8365368843078613,0.0,0.8365368843078613,10,False,50,0.8322807550430298,1.2647572755813599,0.013625048000903917,20,30
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,30,0.7797054648399353,0.0,0.7797054648399353,10,False,50,0.8038442134857178,1.3349924087524414,0.013920399998823996,21,31
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,31,0.8937348127365112,0.0,0.8937348127365112,10,False,50,0.9018545150756836,1.3875707387924194,0.016197664001083467,22,32
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,32,0.8021833300590515,0.0,0.8021833300590515,10,False,50,0.7791008353233337,1.3580502271652222,0.015666487999624223,23,33
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,33,0.927446722984314,0.0,0.927446722984314,10,False,50,0.8823778033256531,1.315298318862915,0.016812453000966343,24,34
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,34,0.95744389295578,0.0,0.95744389295578,10,False,50,0.923968493938446,1.360715627670288,0.01488978599991242,25,35
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,35,0.8206506967544556,0.0,0.8206506967544556,10,False,50,0.818809986114502,1.1397533416748047,0.01620103799905337,26,36
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,36,0.8167291879653931,0.0,0.8167291879653931,10,False,50,0.7823315858840942,1.0506218671798706,0.015541011998720933,27,37
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,37,0.7673214673995972,0.0,0.7673214673995972,10,False,50,0.7546023726463318,0.9135618209838867,0.014857430998745258,28,38
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,38,0.8467761278152466,0.0,0.8467761278152466,10,False,50,0.7947866320610046,0.9136673808097839,0.015035743001135415,29,39
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,39,0.7681135535240173,0.0,0.7681135535240173,10,False,50,0.7366805076599121,0.806425929069519,0.014511437999317423,30,40
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,40,0.8262245059013367,0.0,0.8262245059013367,10,False,50,0.7778164148330688,0.7154121398925781,0.014131838999674073,31,41
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,41,0.8149377703666687,0.0,0.8149377703666687,10,False,50,0.7765941619873047,0.7332643866539001,0.015848228000322706,32,42
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,42,0.8064262270927429,0.0,0.8064262270927429,10,False,50,0.8081833720207214,0.6820396184921265,0.01392446300087613,33,43
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,43,0.8316625356674194,0.0,0.8316625356674194,10,False,50,0.864492654800415,0.7095152139663696,0.013756450000073528,34,44
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,44,0.8018835783004761,0.0,0.8018835783004761,10,False,50,0.8311518430709839,0.6339501142501831,0.014670720998765319,35,45
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,45,0.7751163244247437,0.0,0.7751163244247437,10,False,50,0.7991551160812378,0.5466494560241699,0.025408929999684915,36,46
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,46,0.7818411588668823,0.0,0.7818411588668823,10,False,50,0.8066287040710449,0.5119826197624207,0.014854349001325318,37,47
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,47,0.8739782571792603,0.0,0.8739782571792603,10,False,50,0.9150664210319519,0.5275372266769409,0.015273704999344773,38,48
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,48,0.8151242136955261,0.0,0.8151242136955261,10,False,50,0.9016203880310059,0.5441646575927734,0.014166307000778033,39,49
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,49,0.7411068677902222,0.0,0.7411068677902222,10,False,50,0.7986266016960144,0.4906589984893799,0.015023170999484137,40,50
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,50,0.753128707408905,0.016713440418243408,0.7364152669906616,10,True,50,0.8055295348167419,0.4010229706764221,0.01569240500066371,41,51
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,51,0.6661702990531921,0.02298825979232788,0.6431820392608643,10,True,50,0.7107750773429871,0.3723207116127014,0.017611097999179037,42,52
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,52,0.6453789472579956,0.031926095485687256,0.6134528517723083,10,True,50,0.6432706713676453,0.27418094873428345,0.014297879999503493,43,53
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,53,0.593445897102356,0.030926644802093506,0.5625192523002625,10,True,50,0.5670509338378906,0.25791770219802856,0.016762856999775977,44,54
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,54,0.6544504165649414,0.04062008857727051,0.6138303279876709,10,True,50,0.6605877876281738,0.335397332906723,0.030093549999946845,45,55
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,55,0.5914261341094971,0.028027832508087158,0.5633983016014099,10,True,50,0.6125516891479492,0.31105872988700867,0.016631841999696917,46,56
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,56,0.602752685546875,0.014675676822662354,0.5880770087242126,10,True,50,0.6155866980552673,0.35947155952453613,0.016220923000219045,47,57
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,57,0.6052731275558472,0.009720087051391602,0.5955530405044556,10,True,50,0.638127326965332,0.3644479215145111,0.014033778999873903,48,58
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,58,0.6373178958892822,0.009701967239379883,0.6276159286499023,10,True,50,0.6961948275566101,0.390324205160141,0.013618163000501227,49,59
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,59,0.6163558959960938,0.0019119977951049805,0.6144438982009888,10,True,50,0.6670963764190674,0.4153493642807007,0.015357403999587405,50,60
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,60,0.6549791097640991,-0.009374737739562988,0.6643538475036621,10,True,50,0.7003418803215027,0.4262588918209076,0.013862784999219002,51,61
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,61,0.6290788650512695,-0.013580918312072754,0.6426597833633423,10,True,50,0.6846703290939331,0.4421507716178894,0.014419514000110212,52,62
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,62,0.6002070307731628,-0.0161893367767334,0.6163963675498962,10,True,50,0.650248646736145,0.41721317172050476,0.014204508001057548,53,63
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,63,0.5969116687774658,-0.009329557418823242,0.6062412261962891,10,True,50,0.652601957321167,0.4194065034389496,0.014972041999499197,54,64
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,64,0.5680527687072754,-0.00906074047088623,0.5771135091781616,10,True,50,0.6029090881347656,0.39251160621643066,0.015427195001393557,55,65
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,65,0.5844166874885559,-0.0010227560997009277,0.5854394435882568,10,True,50,0.6070303916931152,0.36722081899642944,0.014075508999667363,56,66
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,66,0.583244800567627,0.006856381893157959,0.576388418674469,10,True,50,0.6024956703186035,0.3286670744419098,0.013729809999858844,57,67
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,67,0.570734441280365,0.025520503520965576,0.5452139377593994,10,True,50,0.5763384103775024,0.3004571795463562,0.01342594800007646,58,68
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,68,0.6125603914260864,0.03046286106109619,0.5820975303649902,10,True,50,0.6089399456977844,0.3549128770828247,0.01336442200044985,59,69
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,69,0.5917099118232727,0.03613048791885376,0.555579423904419,10,True,50,0.5721843242645264,0.37432289123535156,0.014653909000116982,60,70
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,70,0.6418594121932983,0.044650912284851074,0.5972084999084473,10,True,50,0.6391913890838623,0.4243454933166504,0.01335513699996227,61,71
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,71,0.675062358379364,0.07184791564941406,0.60321444272995,10,True,50,0.6688792705535889,0.40003523230552673,0.01501178400030767,62,72
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,72,0.6498144865036011,0.07670754194259644,0.5731069445610046,10,True,50,0.6434499621391296,0.4736671447753906,0.014826269998593489,63,73
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,73,0.6439229249954224,0.05190497636795044,0.5920179486274719,10,True,50,0.6680719256401062,0.5453813076019287,0.019736131000172463,64,74
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,74,0.6715588569641113,0.06123924255371094,0.6103196144104004,10,True,50,0.6765667200088501,0.47347742319107056,0.014079807999223704,65,75
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,75,0.638072669506073,0.05958443880081177,0.5784882307052612,10,True,50,0.6472615003585815,0.4706273078918457,0.01442634099839779,66,76
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,76,0.7061758041381836,0.045108675956726074,0.6610671281814575,10,True,50,0.6650316119194031,0.44660836458206177,0.014450438000494614,67,77
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,77,0.6650534868240356,0.03652888536453247,0.6285246014595032,10,True,50,0.648055911064148,0.41627293825149536,0.0156794689992239,68,78
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,78,0.6739213466644287,0.036954522132873535,0.6369668245315552,10,True,50,0.6632959246635437,0.405110239982605,0.016210746000069776,69,79
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,79,0.6224657297134399,0.024495244026184082,0.5979704856872559,10,True,50,0.624343991279602,0.3647701144218445,0.01614873600010469,70,80
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,80,0.6173204779624939,0.014730215072631836,0.6025902628898621,10,True,50,0.6459012031555176,0.39520758390426636,0.013857564999852912,71,81
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,81,0.6650003790855408,0.01915806531906128,0.6458423137664795,10,True,50,0.6816515326499939,0.37539371848106384,0.015190993999567581,72,82
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,82,0.7109219431877136,0.009027481079101562,0.7018944621086121,10,True,50,0.7327849268913269,0.48932084441185,0.01611927300109528,73,83
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,83,0.7107380628585815,-0.00237882137298584,0.7131168842315674,10,True,50,0.7168467044830322,0.49532032012939453,0.016192628001590492,74,84
calibration-task04-init03,calibration,motion_attenuation_0p5,4,3,84,0.8290925025939941,-0.003204345703125,0.8322968482971191,10,True,50,0.7978212833404541,0.6015329360961914,0.016127595001307782,75,85
