rollout_id,condition,start_index,target_index,commanded_h10_raw_mse_abs_error,executed_h10_raw_mse_abs_error,no_action_h10_raw_mse_abs_error,persistence_h10_raw_mse_abs_error
task04-init12-nominal,nominal,18,28,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,0.0
task04-init12-nominal,nominal,19,29,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,20,30,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,21,31,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0
task04-init12-nominal,nominal,22,32,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0
task04-init12-nominal,nominal,23,33,5.960464477539063e-08,5.960464477539063e-08,0.0,1.1920928955078125e-07
task04-init12-nominal,nominal,24,34,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,25,35,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,26,36,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,27,37,0.0,0.0,0.0,1.1920928955078125e-07
task04-init12-nominal,nominal,28,38,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,29,39,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08
task04-init12-nominal,nominal,30,40,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,31,41,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,32,42,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,33,43,5.960464477539063e-08,5.960464477539063e-08,0.0,5.960464477539063e-08
task04-init12-nominal,nominal,34,44,8.344650268554688e-07,8.344650268554688e-07,5.960464477539063e-08,5.960464477539063e-08
task04-init12-nominal,nominal,35,45,0.0,0.0,5.960464477539063e-08,1.1920928955078125e-07
task04-init12-nominal,nominal,36,46,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,37,47,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,38,48,5.960464477539063e-08,5.960464477539063e-08,0.0,0.0
task04-init12-nominal,nominal,39,49,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,50,60,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,51,61,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0
task04-init12-nominal,nominal,52,62,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,53,63,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,54,64,5.960464477539063e-08,5.960464477539063e-08,0.0,5.960464477539063e-08
task04-init12-nominal,nominal,55,65,0.0,0.0,5.960464477539063e-08,5.960464477539063e-08
task04-init12-nominal,nominal,56,66,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,57,67,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,58,68,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,59,69,5.960464477539063e-08,5.960464477539063e-08,0.0,0.0
task04-init12-nominal,nominal,60,70,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,61,71,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,62,72,0.0,0.0,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,63,73,1.7881393432617188e-07,1.7881393432617188e-07,0.0,0.0
task04-init12-nominal,nominal,64,74,0.0,0.0,0.0,0.0
task04-init12-nominal,nominal,65,75,0.0,0.0,0.0,5.960464477539063e-08
task04-init12-nominal,nominal,66,76,0.0,0.0,0.0,5.960464477539063e-08
task04-init12-nominal,nominal,67,77,0.0,0.0,1.1920928955078125e-07,0.0
task04-init12-nominal,nominal,68,78,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,0.0
task04-init12-nominal,nominal,69,79,0.0,0.0,0.0,0.0
