condition,task_id,init_state_index,intervention_start,intervention_active_at_available_step,start_index,target_index,available_after_step,horizon,commanded_h10_raw_mse,executed_h10_raw_mse,commanded_minus_executed,no_action_h10_raw_mse,persistence_h10_raw_mse,scoring_seconds
nominal,4,7,,False,39,49,48,10,0.8830612897872925,0.8830612897872925,0.0,0.8997368216514587,1.0745247602462769,0.014299688000392052
nominal,4,7,,False,40,50,49,10,0.8516895174980164,0.8516895174980164,0.0,0.8857351541519165,0.9866764545440674,0.013608493998617632
nominal,4,7,,False,41,51,50,10,0.7750463485717773,0.7750463485717773,0.0,0.8033440113067627,0.719519317150116,0.01648165699953097
nominal,4,7,,False,42,52,51,10,0.707394003868103,0.707394003868103,0.0,0.7318800687789917,0.6036691665649414,0.013498311000148533
nominal,4,7,,False,43,53,52,10,0.7018939852714539,0.7018939852714539,0.0,0.7245750427246094,0.5774275064468384,0.01435280599980615
nominal,4,7,,False,44,54,53,10,0.727591872215271,0.727591872215271,0.0,0.7875657081604004,0.6986955404281616,0.025090175000514137
nominal,4,7,,False,45,55,54,10,0.7487937808036804,0.7487937808036804,0.0,0.7796992659568787,0.683993935585022,0.02486916999987443
nominal,4,7,,False,46,56,55,10,0.7788701057434082,0.7788701057434082,0.0,0.7925018072128296,0.8373525142669678,0.014837108999927295
nominal,4,7,,False,47,57,56,10,0.98057621717453,0.98057621717453,0.0,1.0148530006408691,1.2021381855010986,0.013861855999493855
nominal,4,7,,False,48,58,57,10,1.062431812286377,1.062431812286377,0.0,1.0925683975219727,1.3497979640960693,0.012994144999538548
nominal,4,7,,False,49,59,58,10,0.9802441000938416,0.9802441000938416,0.0,0.9494575262069702,1.2695338726043701,0.014562840999133186
nominal,4,7,,False,50,60,59,10,1.0425430536270142,1.0425430536270142,0.0,1.0013141632080078,1.3209648132324219,0.01313174499955494
nominal,4,7,,False,51,61,60,10,1.065686583518982,1.065686583518982,0.0,0.9773582220077515,1.276663899421692,0.017176858000311768
nominal,4,7,,False,52,62,61,10,1.0837485790252686,1.0837485790252686,0.0,0.9781169891357422,1.2744252681732178,0.013045086001511663
nominal,4,7,,False,53,63,62,10,1.0128148794174194,1.0128148794174194,0.0,0.907688558101654,1.359849214553833,0.025687817000289215
nominal,4,7,,False,54,64,63,10,1.0542919635772705,1.0542919635772705,0.0,0.929719865322113,1.4618724584579468,0.013443760000882321
nominal,4,7,,False,55,65,64,10,1.0636699199676514,1.0636699199676514,0.0,0.9814462661743164,1.4963514804840088,0.014151385999866761
nominal,4,7,,False,56,66,65,10,1.030192494392395,1.030192494392395,0.0,0.9305415153503418,1.4525607824325562,0.019647220000479138
nominal,4,7,,False,57,67,66,10,1.016129732131958,1.016129732131958,0.0,0.9248539805412292,1.5084965229034424,0.01399223399857874
nominal,4,7,,False,58,68,67,10,0.8980737924575806,0.8980737924575806,0.0,0.897183895111084,1.3163502216339111,0.013744141999268322
nominal,4,7,,False,59,69,68,10,0.8631490468978882,0.8631490468978882,0.0,0.8249677419662476,1.2646300792694092,0.01347344200075895
nominal,4,7,,False,60,70,69,10,0.7660004496574402,0.7660004496574402,0.0,0.8033620715141296,1.1917738914489746,0.014070334000280127
nominal,4,7,,False,61,71,70,10,0.7028924822807312,0.7028924822807312,0.0,0.6730687022209167,1.1790978908538818,0.014223120000679046
nominal,4,7,,False,62,72,71,10,0.6834839582443237,0.6834839582443237,0.0,0.6362017393112183,1.1189465522766113,0.014982357000917546
nominal,4,7,,False,63,73,72,10,0.6675724387168884,0.6675724387168884,0.0,0.6779975891113281,1.026601791381836,0.013922714000727865
nominal,4,7,,False,64,74,73,10,0.753575325012207,0.753575325012207,0.0,0.7309631109237671,1.0540649890899658,0.01355357099964749
nominal,4,7,,False,65,75,74,10,0.7106201648712158,0.7106201648712158,0.0,0.7161130309104919,0.9752811193466187,0.026155412999287364
nominal,4,7,,False,66,76,75,10,0.7955427169799805,0.7955427169799805,0.0,0.8003038167953491,1.0235270261764526,0.013306275999639183
nominal,4,7,,False,67,77,76,10,0.9695991277694702,0.9695991277694702,0.0,0.9580531120300293,1.1431807279586792,0.013752842000030796
nominal,4,7,,False,68,78,77,10,0.903711199760437,0.903711199760437,0.0,0.9046726226806641,1.130192518234253,0.01650048100054846
nominal,4,7,,False,69,79,78,10,0.8494282960891724,0.8494282960891724,0.0,0.8473429679870605,1.2443780899047852,0.014634125000156928
nominal,4,7,,False,70,80,79,10,0.8061660528182983,0.8061660528182983,0.0,0.7678831815719604,1.1715058088302612,0.014634567000030074
nominal,4,7,,False,71,81,80,10,0.7273494601249695,0.7273494601249695,0.0,0.7062925100326538,1.0694327354431152,0.016668809999828227
nominal,4,7,,False,72,82,81,10,0.7534708976745605,0.7534708976745605,0.0,0.7495190501213074,1.0948617458343506,0.013409631001195521
nominal,4,7,,False,73,83,82,10,0.6996538043022156,0.6996538043022156,0.0,0.7166041135787964,0.9910002946853638,0.014696103000460425
nominal,4,7,,False,74,84,83,10,0.7539294958114624,0.7539294958114624,0.0,0.7813484072685242,1.0759782791137695,0.013515744998585433
nominal,4,7,,False,75,85,84,10,0.7320262789726257,0.7320262789726257,0.0,0.7555437088012695,1.0395702123641968,0.014615090998631786
nominal,4,7,,False,76,86,85,10,0.7145966291427612,0.7145966291427612,0.0,0.738619327545166,0.9331263303756714,0.015252390998284682
nominal,4,7,,False,77,87,86,10,0.7457022666931152,0.7457022666931152,0.0,0.7697890996932983,0.9213824272155762,0.01353741999992053
nominal,4,7,,False,78,88,87,10,0.6758696436882019,0.6758696436882019,0.0,0.7232927083969116,0.8941198587417603,0.013963041999886627
nominal,4,7,,False,79,89,88,10,0.685595691204071,0.685595691204071,0.0,0.7314081192016602,0.9101585745811462,0.013824557998304954
nominal,4,7,,False,80,90,89,10,0.6850844621658325,0.6850844621658325,0.0,0.7111846804618835,0.8718781471252441,0.014082637999308645
motion_attenuation_0p5,4,7,50,False,0,10,9,10,0.6933325529098511,0.6933325529098511,0.0,0.7527728080749512,0.7394155263900757,0.013997716998346732
motion_attenuation_0p5,4,7,50,False,1,11,10,10,0.7458705902099609,0.7458705902099609,0.0,0.8219107389450073,0.8246045112609863,0.022123099999589613
motion_attenuation_0p5,4,7,50,False,2,12,11,10,0.7720990180969238,0.7720990180969238,0.0,0.8548905849456787,0.9063962697982788,0.014854136999929324
motion_attenuation_0p5,4,7,50,False,3,13,12,10,0.8282186985015869,0.8282186985015869,0.0,0.9323176145553589,0.9232343435287476,0.015588075999403372
motion_attenuation_0p5,4,7,50,False,4,14,13,10,0.8447644114494324,0.8447644114494324,0.0,0.9379137754440308,1.0008342266082764,0.014407241998924292
motion_attenuation_0p5,4,7,50,False,5,15,14,10,0.8689526319503784,0.8689526319503784,0.0,0.9913244247436523,1.1592410802841187,0.01525749099891982
motion_attenuation_0p5,4,7,50,False,6,16,15,10,0.8785181045532227,0.8785181045532227,0.0,1.0567747354507446,1.3515799045562744,0.013719120999667211
motion_attenuation_0p5,4,7,50,False,7,17,16,10,0.922856330871582,0.922856330871582,0.0,1.1540884971618652,1.4665355682373047,0.014334915000290493
motion_attenuation_0p5,4,7,50,False,8,18,17,10,0.8157304525375366,0.8157304525375366,0.0,0.9452861547470093,1.404231071472168,0.01677871900028549
motion_attenuation_0p5,4,7,50,False,9,19,18,10,0.8210806846618652,0.8210806846618652,0.0,0.9637012481689453,1.3735265731811523,0.013336482999875443
motion_attenuation_0p5,4,7,50,False,10,20,19,10,0.8788260221481323,0.8788260221481323,0.0,0.8797587752342224,1.4670518636703491,0.014754729001651867
motion_attenuation_0p5,4,7,50,False,11,21,20,10,0.8648443222045898,0.8648443222045898,0.0,0.8463169932365417,1.4645957946777344,0.01835057899916137
motion_attenuation_0p5,4,7,50,False,12,22,21,10,0.7702217102050781,0.7702217102050781,0.0,0.7433774471282959,1.3448141813278198,0.014175587000863743
motion_attenuation_0p5,4,7,50,False,13,23,22,10,0.7775365114212036,0.7775365114212036,0.0,0.785348117351532,1.316190481185913,0.014110010999502265
motion_attenuation_0p5,4,7,50,False,14,24,23,10,0.8939541578292847,0.8939541578292847,0.0,0.8705265522003174,1.3496812582015991,0.015482761999010108
motion_attenuation_0p5,4,7,50,False,15,25,24,10,0.8446383476257324,0.8446383476257324,0.0,0.8564013242721558,1.3779305219650269,0.01377594599944132
motion_attenuation_0p5,4,7,50,False,16,26,25,10,0.8097233176231384,0.8097233176231384,0.0,0.8129385709762573,1.360227346420288,0.013384100999246584
motion_attenuation_0p5,4,7,50,False,17,27,26,10,0.8451875448226929,0.8451875448226929,0.0,0.8345608115196228,1.4365694522857666,0.015286639998521423
motion_attenuation_0p5,4,7,50,False,18,28,27,10,0.8418046832084656,0.8418046832084656,0.0,0.8558617830276489,1.4413204193115234,0.014056904999961262
motion_attenuation_0p5,4,7,50,False,19,29,28,10,0.8641988635063171,0.8641988635063171,0.0,0.8836288452148438,1.484378695487976,0.012892258000647416
motion_attenuation_0p5,4,7,50,False,20,30,29,10,0.8824774622917175,0.8824774622917175,0.0,0.8998183608055115,1.389057993888855,0.01410499899975548
motion_attenuation_0p5,4,7,50,False,21,31,30,10,0.9486119151115417,0.9486119151115417,0.0,0.9939799308776855,1.4627513885498047,0.01448006600003282
motion_attenuation_0p5,4,7,50,False,22,32,31,10,0.9073295593261719,0.9073295593261719,0.0,0.9863376617431641,1.4442100524902344,0.01416110500031209
motion_attenuation_0p5,4,7,50,False,23,33,32,10,0.9292089939117432,0.9292089939117432,0.0,1.0636520385742188,1.5571588277816772,0.015054165000037756
motion_attenuation_0p5,4,7,50,False,24,34,33,10,0.9440571665763855,0.9440571665763855,0.0,1.063852071762085,1.4748425483703613,0.01557575100014219
motion_attenuation_0p5,4,7,50,False,25,35,34,10,0.8262858390808105,0.8262858390808105,0.0,0.9277076721191406,1.3265193700790405,0.014793915001064306
motion_attenuation_0p5,4,7,50,False,26,36,35,10,0.7753480672836304,0.7753480672836304,0.0,0.8157485723495483,1.1462424993515015,0.014609202000428922
motion_attenuation_0p5,4,7,50,False,27,37,36,10,0.7742505073547363,0.7742505073547363,0.0,0.7993702292442322,0.990398108959198,0.013064564000160317
motion_attenuation_0p5,4,7,50,False,28,38,37,10,0.7718560099601746,0.7718560099601746,0.0,0.7564212083816528,1.0452475547790527,0.017648721999648842
motion_attenuation_0p5,4,7,50,False,29,39,38,10,0.776812732219696,0.776812732219696,0.0,0.800998330116272,0.9321269989013672,0.015398121999169234
motion_attenuation_0p5,4,7,50,False,30,40,39,10,0.7729986906051636,0.7729986906051636,0.0,0.8376028537750244,1.1040537357330322,0.013224521999291028
motion_attenuation_0p5,4,7,50,False,31,41,40,10,0.9775290489196777,0.9775290489196777,0.0,1.0121476650238037,1.2570863962173462,0.013362945999688236
motion_attenuation_0p5,4,7,50,False,32,42,41,10,1.0275681018829346,1.0275681018829346,0.0,1.0410723686218262,1.343004584312439,0.012706512001386727
motion_attenuation_0p5,4,7,50,False,33,43,42,10,1.145753264427185,1.145753264427185,0.0,1.2019599676132202,1.4480699300765991,0.01328357300008065
motion_attenuation_0p5,4,7,50,False,34,44,43,10,1.0531401634216309,1.0531401634216309,0.0,1.1237993240356445,1.4271348714828491,0.013754646000961657
motion_attenuation_0p5,4,7,50,False,35,45,44,10,1.01567542552948,1.01567542552948,0.0,1.0654655694961548,1.371050238609314,0.013884959000279196
motion_attenuation_0p5,4,7,50,False,36,46,45,10,1.0976061820983887,1.0976061820983887,0.0,1.1324741840362549,1.4406417608261108,0.017023697000695392
motion_attenuation_0p5,4,7,50,False,37,47,46,10,1.078500509262085,1.078500509262085,0.0,1.095432162284851,1.2371492385864258,0.014016634000654449
motion_attenuation_0p5,4,7,50,False,38,48,47,10,1.0429364442825317,1.0429364442825317,0.0,1.0588340759277344,1.2798991203308105,0.01753108999946562
motion_attenuation_0p5,4,7,50,False,39,49,48,10,0.8830612897872925,0.8830612897872925,0.0,0.8997368216514587,1.0745247602462769,0.01449762399897736
motion_attenuation_0p5,4,7,50,False,40,50,49,10,0.8516895174980164,0.8516895174980164,0.0,0.8857351541519165,0.9866764545440674,0.016363733000616776
motion_attenuation_0p5,4,7,50,True,41,51,50,10,0.7695476412773132,0.7709215879440308,-0.0013739466667175293,0.7974528074264526,0.7341804504394531,0.015399936999529018
motion_attenuation_0p5,4,7,50,True,42,52,51,10,0.6985267996788025,0.6995505094528198,-0.001023709774017334,0.721771240234375,0.5975282788276672,0.013824376999764354
motion_attenuation_0p5,4,7,50,True,43,53,52,10,0.705897331237793,0.7067857980728149,-0.0008884668350219727,0.7266968488693237,0.5618218779563904,0.016420218998973724
motion_attenuation_0p5,4,7,50,True,44,54,53,10,0.6707929968833923,0.6720350980758667,-0.0012421011924743652,0.6931130290031433,0.5912059545516968,0.013348964999750024
motion_attenuation_0p5,4,7,50,True,45,55,54,10,0.6851108074188232,0.6869734525680542,-0.001862645149230957,0.7049849033355713,0.5411218404769897,0.01733708899882913
motion_attenuation_0p5,4,7,50,True,46,56,55,10,0.6845316290855408,0.678733766078949,0.005797863006591797,0.6859757900238037,0.6151902079582214,0.013806256998577737
motion_attenuation_0p5,4,7,50,True,47,57,56,10,0.7400908470153809,0.750865638256073,-0.010774791240692139,0.7898353338241577,0.862444281578064,0.013313732999449712
motion_attenuation_0p5,4,7,50,True,48,58,57,10,0.8549515604972839,0.8595540523529053,-0.004602491855621338,0.8928915858268738,0.9878534078598022,0.014234804999432527
motion_attenuation_0p5,4,7,50,True,49,59,58,10,0.8773435950279236,0.8688985705375671,0.008445024490356445,0.8586735725402832,0.9738163352012634,0.015474432999326382
motion_attenuation_0p5,4,7,50,True,50,60,59,10,0.9314591288566589,0.8541334867477417,0.07732564210891724,0.862207293510437,0.958000123500824,0.013601247999758925
motion_attenuation_0p5,4,7,50,True,51,61,60,10,0.9436900019645691,0.8591299057006836,0.0845600962638855,0.8402790427207947,0.9796489477157593,0.01451448100124253
motion_attenuation_0p5,4,7,50,True,52,62,61,10,1.0746886730194092,1.0246436595916748,0.050045013427734375,0.9375535249710083,1.119463324546814,0.013408845999947516
motion_attenuation_0p5,4,7,50,True,53,63,62,10,1.1829489469528198,1.0878288745880127,0.09512007236480713,1.0488728284835815,1.237588882446289,0.016407638000600855
motion_attenuation_0p5,4,7,50,True,54,64,63,10,1.2124502658843994,1.0992196798324585,0.11323058605194092,0.9534556269645691,1.2985315322875977,0.015153926000493811
motion_attenuation_0p5,4,7,50,True,55,65,64,10,1.1986150741577148,1.0799168348312378,0.11869823932647705,0.9816991090774536,1.2423694133758545,0.015938696000375785
motion_attenuation_0p5,4,7,50,True,56,66,65,10,1.165285348892212,1.0598682165145874,0.10541713237762451,0.9547470808029175,1.1673290729522705,0.015105808999578585
motion_attenuation_0p5,4,7,50,True,57,67,66,10,1.2195980548858643,1.1129664182662964,0.10663163661956787,0.991043746471405,1.1450083255767822,0.017021532999933697
motion_attenuation_0p5,4,7,50,True,58,68,67,10,1.240602731704712,1.1072123050689697,0.1333904266357422,0.9721870422363281,1.0105724334716797,0.015086379000422312
motion_attenuation_0p5,4,7,50,True,59,69,68,10,0.9449124336242676,0.838934600353241,0.10597783327102661,0.8077224493026733,0.8950060606002808,0.01493128699985391
motion_attenuation_0p5,4,7,50,True,60,70,69,10,0.9473743438720703,0.8686385154724121,0.0787358283996582,0.8083189725875854,0.9234685301780701,0.015660462999221636
motion_attenuation_0p5,4,7,50,True,61,71,70,10,0.9188064336776733,0.8587503433227539,0.060056090354919434,0.809194028377533,0.8830770254135132,0.01467482499901962
motion_attenuation_0p5,4,7,50,True,62,72,71,10,0.8393161296844482,0.8427156209945679,-0.003399491310119629,0.7846837043762207,0.9114319086074829,0.015551471000435413
motion_attenuation_0p5,4,7,50,True,63,73,72,10,0.8134748339653015,0.8115636110305786,0.0019112229347229004,0.7682342529296875,0.8974599838256836,0.014946426999813411
motion_attenuation_0p5,4,7,50,True,64,74,73,10,0.713242769241333,0.7279166579246521,-0.014673888683319092,0.7155178785324097,0.9501244425773621,0.017408767000233638
motion_attenuation_0p5,4,7,50,True,65,75,74,10,0.6667424440383911,0.6580544710159302,0.008687973022460938,0.6446745991706848,0.9493944644927979,0.014646594998339424
motion_attenuation_0p5,4,7,50,True,66,76,75,10,0.6298481822013855,0.6234795451164246,0.0063686370849609375,0.6155557632446289,0.9444601535797119,0.014585523998903227
motion_attenuation_0p5,4,7,50,True,67,77,76,10,0.649233341217041,0.6498926877975464,-0.0006593465805053711,0.6484214663505554,1.0459463596343994,0.014865108001686167
motion_attenuation_0p5,4,7,50,True,68,78,77,10,0.7258901596069336,0.6944866180419922,0.031403541564941406,0.6925656795501709,0.8820437788963318,0.014965018999646418
motion_attenuation_0p5,4,7,50,True,69,79,78,10,0.5648185014724731,0.5339853167533875,0.030833184719085693,0.5468920469284058,0.7193204760551453,0.014405650001208414
motion_attenuation_0p5,4,7,50,True,70,80,79,10,0.5585415959358215,0.5275747179985046,0.030966877937316895,0.5469714999198914,0.6310853958129883,0.01328705100058869
motion_attenuation_0p5,4,7,50,True,71,81,80,10,0.4925804138183594,0.48010167479515076,0.012478739023208618,0.4997187554836273,0.5939576625823975,0.013134282000464736
motion_attenuation_0p5,4,7,50,True,72,82,81,10,0.4889274537563324,0.4738909900188446,0.015036463737487793,0.5119143724441528,0.5707129240036011,0.013074313999823062
motion_attenuation_0p5,4,7,50,True,73,83,82,10,0.4822642505168915,0.4797723889350891,0.002491861581802368,0.5097500085830688,0.5773205757141113,0.013431778001177008
motion_attenuation_0p5,4,7,50,True,74,84,83,10,0.5403687357902527,0.5479527711868286,-0.007584035396575928,0.5641759634017944,0.6435428261756897,0.013923080001404742
motion_attenuation_0p5,4,7,50,True,75,85,84,10,0.5762628316879272,0.5784485340118408,-0.0021857023239135742,0.5845673084259033,0.6349576115608215,0.013795161999951233
motion_attenuation_0p5,4,7,50,True,76,86,85,10,0.5928593873977661,0.6119092106819153,-0.01904982328414917,0.5933948755264282,0.6249881386756897,0.013285553999594413
motion_attenuation_0p5,4,7,50,True,77,87,86,10,0.5511734485626221,0.5565697550773621,-0.00539630651473999,0.5696665644645691,0.5913102626800537,0.015517502000875538
motion_attenuation_0p5,4,7,50,True,78,88,87,10,0.550994873046875,0.5496954917907715,0.0012993812561035156,0.5612378120422363,0.6223266124725342,0.01733003699882829
motion_attenuation_0p5,4,7,50,True,79,89,88,10,0.5562540888786316,0.5684324502944946,-0.012178361415863037,0.5617475509643555,0.5391380786895752,0.015500608998991083
motion_attenuation_0p5,4,7,50,True,80,90,89,10,0.6978044509887695,0.7170023322105408,-0.01919788122177124,0.6967397928237915,0.7275650501251221,0.014834038998742471
