rollout_id,benchmark_task_id,episode_index,success,failure,start_index,h1_raw_mse,h10_raw_mse,h10_correct_zero_disagreement,h10_correct_no_action_disagreement,h10_action_advantage_vs_zero,h10_persistence_raw_mse
pretrained-h10-task04-init01,4,1,False,True,71,0.10962684452533722,0.9724279642105103,0.04085462912917137,0.13702206313610077,0.034961819648742676,0.8033021688461304
pretrained-h10-task04-init01,4,1,False,True,72,0.12108796089887619,1.0603599548339844,0.044930487871170044,0.14024841785430908,0.050768136978149414,0.971946656703949
pretrained-h10-task04-init01,4,1,False,True,73,0.14171451330184937,1.0826847553253174,0.05131755396723747,0.12723693251609802,0.06404423713684082,0.976465106010437
pretrained-h10-task04-init01,4,1,False,True,74,0.13874509930610657,1.001033902168274,0.046151842921972275,0.13460291922092438,0.026334524154663086,0.9377381205558777
pretrained-h10-task04-init01,4,1,False,True,75,0.14577773213386536,0.9183279871940613,0.05273705720901489,0.1339174211025238,0.005855977535247803,0.8246625661849976
pretrained-h10-task04-init01,4,1,False,True,76,0.1351817101240158,0.9084610939025879,0.05690482258796692,0.11305072158575058,0.004615485668182373,0.8315876722335815
pretrained-h10-task04-init01,4,1,False,True,77,0.18929490447044373,0.8552660942077637,0.072517029941082,0.10963156074285507,0.0018104314804077148,0.7027584910392761
pretrained-h10-task04-init01,4,1,False,True,78,0.20948795974254608,0.8605815172195435,0.06587284803390503,0.09370662271976471,0.019913911819458008,0.6185712218284607
pretrained-h10-task04-init01,4,1,False,True,79,0.1840478628873825,0.7816638946533203,0.049292661249637604,0.09296900033950806,0.0203016996383667,0.6240851283073425
pretrained-h10-task04-init02,4,2,True,False,0,0.06911204755306244,0.6690191626548767,0.11005951464176178,0.1367468237876892,0.11366230249404907,0.8214792013168335
pretrained-h10-task04-init02,4,2,True,False,1,0.1086714118719101,0.6794444918632507,0.10059746354818344,0.1396816372871399,0.11527365446090698,0.8493756651878357
pretrained-h10-task04-init02,4,2,True,False,2,0.08764191716909409,0.7596986293792725,0.11410864442586899,0.1410250961780548,0.15321457386016846,1.02168607711792
pretrained-h10-task04-init02,4,2,True,False,3,0.12748311460018158,0.7875436544418335,0.12699203193187714,0.14289209246635437,0.18565714359283447,1.1451469659805298
pretrained-h10-task04-init02,4,2,True,False,4,0.1762436032295227,0.859786868095398,0.10916292667388916,0.13355885446071625,0.1296067237854004,1.169791579246521
pretrained-h10-task04-init02,4,2,True,False,5,0.17241108417510986,0.9291063547134399,0.12051934003829956,0.16007861495018005,0.17784392833709717,1.4630687236785889
pretrained-h10-task04-init02,4,2,True,False,6,0.15154391527175903,0.9867700338363647,0.1378685086965561,0.1649390608072281,0.18707144260406494,1.450652837753296
pretrained-h10-task04-init02,4,2,True,False,7,0.1788213700056076,0.9161047339439392,0.12878677248954773,0.17371171712875366,0.23103564977645874,1.5495569705963135
pretrained-h10-task04-init02,4,2,True,False,8,0.14585095643997192,0.940587043762207,0.13146966695785522,0.1447412371635437,0.21796560287475586,1.603225588798523
pretrained-h10-task04-init02,4,2,True,False,9,0.1982770413160324,0.8254916667938232,0.1280013471841812,0.17154663801193237,0.19902491569519043,1.4692773818969727
pretrained-h10-task04-init02,4,2,True,False,10,0.16469311714172363,0.8507701754570007,0.1056685671210289,0.1753557175397873,0.16599470376968384,1.5009357929229736
pretrained-h10-task04-init02,4,2,True,False,11,0.20482753217220306,0.9182519912719727,0.10577424615621567,0.18884631991386414,0.11268854141235352,1.3446834087371826
pretrained-h10-task04-init02,4,2,True,False,12,0.1727917641401291,0.8985929489135742,0.1022249311208725,0.15303465723991394,0.10245466232299805,1.3305063247680664
