pair_id,benchmark_task_id,init_state_index,commanded_h10_raw_mse_nominal_pre,commanded_h10_raw_mse_nominal_post,commanded_h10_raw_mse_nominal_delta,commanded_h10_raw_mse_fault_pre,commanded_h10_raw_mse_fault_post,commanded_h10_raw_mse_fault_delta,commanded_h10_raw_mse_difference_in_differences,executed_h10_raw_mse_nominal_pre,executed_h10_raw_mse_nominal_post,executed_h10_raw_mse_nominal_delta,executed_h10_raw_mse_fault_pre,executed_h10_raw_mse_fault_post,executed_h10_raw_mse_fault_delta,executed_h10_raw_mse_difference_in_differences,no_action_h10_raw_mse_nominal_pre,no_action_h10_raw_mse_nominal_post,no_action_h10_raw_mse_nominal_delta,no_action_h10_raw_mse_fault_pre,no_action_h10_raw_mse_fault_post,no_action_h10_raw_mse_fault_delta,no_action_h10_raw_mse_difference_in_differences,persistence_h10_raw_mse_nominal_pre,persistence_h10_raw_mse_nominal_post,persistence_h10_raw_mse_nominal_delta,persistence_h10_raw_mse_fault_pre,persistence_h10_raw_mse_fault_post,persistence_h10_raw_mse_fault_delta,persistence_h10_raw_mse_difference_in_differences,fault_post_commanded_minus_executed
task04-init05,4,5,0.8674279451370239,0.7483323812484741,-0.1190955638885498,0.8674279451370239,0.8050615787506104,-0.062366366386413574,0.05672919750213623,0.8674279451370239,0.7483323812484741,-0.1190955638885498,0.8674279451370239,0.6166574358940125,-0.2507705092430115,-0.13167494535446167,0.8557578921318054,0.7616317272186279,-0.09412616491317749,0.8557578921318054,0.7649285793304443,-0.09082931280136108,0.0032968521118164062,1.1647441387176514,0.9083446860313416,-0.2563994526863098,1.1647441387176514,0.08694684505462646,-1.077797293663025,-0.8213978409767151,0.1884041428565979
task04-init08,4,8,0.9091577529907227,0.7989293336868286,-0.11022841930389404,0.9091577529907227,0.858291506767273,-0.05086624622344971,0.059362173080444336,0.9091577529907227,0.7989293336868286,-0.11022841930389404,0.9091577529907227,0.7227982878684998,-0.1863594651222229,-0.07613104581832886,0.9074797034263611,0.7981889843940735,-0.1092907190322876,0.9074797034263611,0.837151825428009,-0.07032787799835205,0.03896284103393555,1.23051917552948,1.0301038026809692,-0.20041537284851074,1.23051917552948,0.20801521837711334,-1.0225039571523666,-0.8220885843038559,0.1354932188987732
task07-init04,7,4,0.713641345500946,0.8386375904083252,0.12499624490737915,0.713641345500946,0.5270583033561707,-0.1865830421447754,-0.31157928705215454,0.713641345500946,0.8386375904083252,0.12499624490737915,0.713641345500946,0.49228012561798096,-0.2213612198829651,-0.34635746479034424,0.7251015305519104,0.8957874774932861,0.17068594694137573,0.7251015305519104,0.47937461733818054,-0.24572691321372986,-0.4164128601551056,1.0056782960891724,1.1417547464370728,0.1360764503479004,1.0056782960891724,0.283607542514801,-0.7220707535743713,-0.8581472039222717,0.0347781777381897
task07-init06,7,6,0.6984975337982178,0.8511995673179626,0.15270203351974487,0.6984975337982178,0.6536920666694641,-0.04480546712875366,-0.19750750064849854,0.6984975337982178,0.8511995673179626,0.15270203351974487,0.6984975337982178,0.5241397023200989,-0.1743578314781189,-0.32705986499786377,0.7013844847679138,0.8159698247909546,0.11458534002304077,0.7013844847679138,0.5555533766746521,-0.14583110809326172,-0.2604164481163025,0.963458240032196,1.1258903741836548,0.16243213415145874,0.963458240032196,0.370561420917511,-0.5928968191146851,-0.7553289532661438,0.12955236434936523
task08-init14,8,14,0.7754326462745667,0.6197913885116577,-0.15564125776290894,0.7754326462745667,0.6090271472930908,-0.16640549898147583,-0.010764241218566895,0.7754326462745667,0.6197913885116577,-0.15564125776290894,0.7754326462745667,0.41900765895843506,-0.3564249873161316,-0.20078372955322266,0.7867519855499268,0.600617527961731,-0.1861344575881958,0.7867519855499268,0.5276225209236145,-0.25912946462631226,-0.07299500703811646,1.0617619752883911,0.771824300289154,-0.28993767499923706,1.0617619752883911,0.13138236105442047,-0.9303796142339706,-0.6404419392347336,0.19001948833465576
task08-init24,8,24,0.7620223760604858,0.7143533825874329,-0.04766899347305298,0.7620223760604858,0.8780955076217651,0.1160731315612793,0.16374212503433228,0.7620223760604858,0.7143533825874329,-0.04766899347305298,0.7620223760604858,0.5848896503448486,-0.1771327257156372,-0.12946373224258423,0.809324324131012,0.7354031801223755,-0.07392114400863647,0.809324324131012,0.7196294665336609,-0.08969485759735107,-0.0157737135887146,1.0995373725891113,0.8420135974884033,-0.257523775100708,1.0995373725891113,0.18436673283576965,-0.9151706397533417,-0.6576468646526337,0.2932058572769165
